	GS000a	GS000b	GS000c	GS000d	GS001a	GS001b	GS001c	GS002	GS003	GS004	GS005	GS006	GS007	GS008	GS009	GS010	GS011	GS012	GS013	GS014	GS015	GS016	GS017	GS018	GS019	GS020	GS021	GS022	GS023	GS025	GS026	GS027	GS028	GS029	GS030	GS031	GS032	GS033	GS034	GS035	GS036	GS037	GS038	GS039	GS040	GS041	GS042	GS043	GS044	GS045	GS046	GS047	GS048a	GS049	GS050	GS051	GS048b	GS108a	GS108b	GS109	GS110a	GS110b	GS111	GS112a	GS112b	GS113	GS114	GS115	GS116	GS117a	GS117b	GS119	GS120	GS121	GS122a	GS122b	GS123	GS148	GS149
DUF2027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PSI	0	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	8	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	3	0	0	0
Chloroa_b-bind	44	22	41	60	32	24	5	13	30	10	2	7	9	4	4	4	1	4	12	26	40	16	52	32	35	2	4	6	27	54	26	23	10	4	5	6	0	19	31	8	9	4	0	0	0	0	0	0	0	0	0	8	14	30	1	1	7	8	8	16	21	28	4	8	42	13	69	10	6	10	28	22	4	18	18	17	16	15	12
Kinesin	19	62	83	64	73	94	10	8	6	10	2	8	2	10	3	3	11	15	46	11	18	29	25	14	21	3	10	6	20	144	8	16	18	5	23	42	10	42	8	10	4	4	0	0	0	0	0	0	0	0	0	10	9	5	0	6	19	3	18	1	3	48	3	7	51	9	21	6	2	20	14	7	1	8	10	41	7	16	7
CcmE	141	211	173	180	7	17	42	53	18	17	15	29	13	35	42	50	43	37	27	65	81	43	98	69	42	61	54	67	53	9	54	91	95	52	205	216	32	114	48	48	30	23	0	1	0	0	0	0	1	1	0	31	22	33	1	46	6	22	7	21	33	3	22	27	2	46	129	23	32	127	4	13	18	45	33	3	40	50	48
Rhabdo_M2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SipA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAXNEB	1	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	4	2	1	0	0	0	0	0	0	1	0	1	0	1	0	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0
RDM	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pet191_N	0	2	1	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colipase	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC_rep	0	1	3	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	2	0
PSD2	8	11	17	22	5	8	0	8	2	3	2	1	5	33	9	8	6	4	19	9	8	10	14	3	3	18	10	9	3	13	2	6	7	5	2	17	8	68	5	4	0	0	0	0	0	0	0	0	0	0	0	5	4	2	0	1	7	0	3	2	2	3	1	1	3	8	14	0	1	11	17	0	0	5	5	2	10	15	10
MetRS-N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
vATP-synt_AC39	4	8	31	10	1	1	0	0	0	0	0	0	0	7	9	1	0	0	0	3	5	7	13	7	2	12	8	7	8	5	2	4	8	3	0	21	10	14	2	7	7	8	0	0	0	0	0	0	0	0	0	2	3	2	0	12	0	1	0	0	1	0	0	1	2	3	11	2	2	17	4	0	0	1	1	2	3	1	4
SANTA	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UPF0079	227	211	211	204	17	24	82	65	28	29	15	38	23	65	34	41	68	53	64	80	78	70	172	78	74	146	75	78	71	23	59	139	117	80	319	310	59	259	70	95	57	41	0	2	0	1	3	0	2	0	1	37	40	40	0	67	13	24	13	25	56	10	37	43	5	72	173	35	24	169	17	42	24	70	59	12	55	55	62
Fe_dep_repr_C	19	28	52	34	6	11	14	10	11	2	3	6	8	15	21	7	18	16	15	22	11	33	38	19	14	52	25	25	21	3	14	35	27	15	35	58	24	142	16	33	12	11	0	0	0	0	0	0	0	1	0	11	2	6	0	32	1	1	7	8	6	1	11	12	0	21	27	4	8	37	7	10	2	11	2	0	12	15	8
Somatomedin_B	0	0	1	1	9	2	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	3	0	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	1	0	0
Mcm10	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Meth_synt_1	195	42	58	42	1	5	2	3	1	4	1	2	2	5	2	8	25	38	8	11	11	4	20	16	4	71	15	8	11	1	7	17	14	9	40	38	9	6	11	6	1	8	0	0	0	0	0	0	0	0	0	7	4	4	0	10	8	1	1	2	6	1	4	16	1	17	18	4	3	27	3	2	3	11	5	0	5	4	6
Pox_VLTF3	2	2	6	6	3	1	3	36	28	5	4	10	22	10	12	13	33	29	11	30	9	1	14	8	5	28	5	4	4	1	2	3	8	4	9	33	24	5	3	4	12	0	0	0	0	0	0	0	0	0	0	1	1	2	0	4	0	4	1	1	4	0	1	5	0	4	12	3	3	7	1	2	4	0	9	1	11	3	2
BsuBI_PstI_RE	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MgtC	86	1	2	3	1	0	1	0	0	0	0	0	1	3	0	0	11	10	3	1	0	0	2	0	4	11	1	0	1	0	1	0	1	0	4	5	14	46	0	3	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	4	0	0	1	0	2	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	2	0
Leptin	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Vma12	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
Hom_end	1	1	0	0	0	1	0	6	1	0	2	0	0	1	0	2	13	7	3	0	0	1	1	0	0	12	1	0	0	1	0	0	1	0	0	5	10	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	2	0	1	0	1	0	0	1	0	1
B5	162	197	169	183	14	15	42	62	27	24	22	38	16	28	50	23	71	69	40	69	61	59	142	76	82	130	43	58	61	15	50	115	108	73	212	289	76	236	71	79	55	36	0	0	0	0	0	0	0	2	0	29	37	31	0	49	12	18	9	26	37	13	22	35	10	54	158	18	33	151	15	29	23	50	41	2	54	47	41
Laminin_B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
DUF903	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tubulin	209	229	262	193	35	44	68	57	39	38	16	57	33	104	48	62	85	90	71	120	100	94	220	111	102	168	95	75	112	48	80	170	166	120	264	331	130	333	71	114	68	55	0	0	3	0	0	0	0	1	2	55	51	67	0	117	14	40	30	35	54	18	35	61	24	86	221	44	51	219	20	51	20	76	51	22	56	66	72
MFS_Mycoplasma	8	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
Gemini_AC4_5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3046	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	6	18	0	0	1	0	0	0	0	23	0	0	0	1	0	1	1	1	2	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Tetraspannin	0	5	5	3	22	4	0	3	1	0	1	0	1	0	2	2	1	5	1	1	0	3	3	0	3	3	2	0	0	3	1	2	2	5	1	4	2	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	0	2	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	1	0
DUF1403	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF867	0	3	7	3	0	0	0	0	0	0	0	0	0	2	0	0	6	5	2	1	2	2	6	0	4	21	3	1	2	0	0	0	0	2	0	11	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	1	4	1	0	4	0	0	0	1	1	0	0	1	0
DUF1362	3	0	0	1	0	0	2	8	1	2	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	3	0	0	0	0	0	6	1	1	14	5	1	0	3	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	3	0	0	0	0	2	0	1	2	0
DUF2712	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF2552	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UAA	28	10	31	15	10	21	5	1	2	3	0	1	1	10	3	3	4	6	9	4	9	10	11	8	6	16	2	6	3	22	1	5	4	2	4	15	3	61	5	2	5	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	3	2	6	1	1	13	3	0	15	6	11	1	1	10	6	0	2	6	2	2	0	1	5
EPV_E5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MRP-L47	0	0	3	0	0	2	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fijivirus_P9-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1232	41	6	11	12	1	5	0	0	1	1	1	1	2	3	1	2	2	2	1	0	19	8	22	17	10	4	6	2	10	8	10	9	3	5	5	4	2	24	10	3	3	3	0	0	0	0	0	0	0	0	0	1	5	8	0	1	5	2	4	6	9	2	5	5	1	6	25	5	3	6	6	7	3	7	5	2	4	4	3
ApoLp-III	1	0	1	0	1	1	1	0	0	3	1	0	1	2	2	1	0	0	2	1	0	1	1	1	1	1	0	0	0	2	0	1	0	0	0	2	1	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1
Phage_CP76	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF520	127	67	66	83	5	9	42	29	18	12	26	21	14	26	19	21	74	60	22	34	28	31	62	35	31	131	44	36	34	15	30	37	40	30	106	78	28	54	46	29	15	10	0	0	0	0	0	0	1	2	2	21	11	17	0	34	10	6	5	19	27	4	18	19	3	27	85	21	16	67	0	13	7	20	17	6	35	16	21
DUF2336	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	3	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	0	0	6	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Baculo_44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF3227	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YbaJ	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HLH	1	1	4	1	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	2	2	3	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	1	1	2	0	0	0	0	0	0	0	1	2
DUF2486	51	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Molydop_binding	586	144	183	189	12	17	36	54	27	32	12	17	35	76	55	55	92	86	77	84	60	62	73	54	55	191	48	40	39	11	34	89	84	37	135	244	45	332	51	61	31	24	0	1	2	0	0	0	0	0	0	23	26	21	1	49	12	11	15	27	23	5	7	28	2	31	106	22	24	120	9	11	11	43	33	9	52	41	34
DUF1314	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nanovirus_C8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PmbA_TldD	563	294	300	277	17	34	107	158	41	45	35	82	35	119	76	112	139	129	110	146	160	120	253	144	126	241	145	127	183	42	128	209	225	147	387	413	99	477	159	116	92	73	2	0	1	2	2	0	0	1	0	62	79	125	3	165	29	56	17	69	89	17	53	71	18	112	346	60	66	302	30	80	59	123	110	18	117	92	112
ADSL_C	147	122	96	143	9	14	40	31	14	14	21	18	12	20	25	23	41	48	21	51	45	44	110	48	51	124	45	32	49	12	43	79	63	61	129	159	36	136	40	44	23	29	0	0	0	0	0	1	0	3	0	29	22	36	0	41	9	11	4	16	37	6	15	26	9	36	97	14	25	96	3	12	14	39	20	4	43	27	26
Adeno_100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF22	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1957	11	5	0	9	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	1	9	6	16	12	16	1	3	4	8	12	3	7	1	0	2	0	0	51	18	0	0	0	0	0	0	0	0	0	0	0	0	4	2	4	1	0	2	3	2	5	9	4	0	1	4	6	15	5	3	0	5	3	10	10	8	4	1	6	1
NIPSNAP	117	24	31	39	3	6	4	12	5	4	3	2	3	14	11	10	4	10	12	8	20	16	28	19	8	11	10	11	8	0	7	15	15	11	48	8	22	39	8	6	4	9	0	0	0	0	0	0	1	0	0	5	6	6	0	10	1	4	1	5	3	1	4	7	1	5	28	5	1	20	2	4	5	13	7	0	18	6	5
DUF2099	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Big_4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PX	0	4	12	10	17	26	0	0	0	0	0	0	0	0	0	0	2	0	10	0	2	2	3	0	1	0	0	0	0	18	4	3	0	0	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	4	0	4	0	1	13	1	1	8	1	3	2	1	1	3	0	2	0	1	16	0	3	0
DUF1028	64	13	44	17	6	6	6	4	5	4	0	2	9	17	7	6	15	8	13	17	10	13	19	10	10	4	24	4	9	3	2	14	6	2	33	38	2	60	16	19	4	2	1	0	0	0	0	0	0	0	0	1	6	4	0	25	11	2	1	5	6	1	0	7	0	4	11	2	3	19	8	5	1	12	3	3	7	15	11
Neur_chan_memb	3	11	5	17	17	6	1	0	0	1	0	1	0	0	4	0	1	0	1	3	6	1	4	4	2	0	2	1	3	5	7	2	5	2	8	16	1	6	1	2	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	0	0	0	0	5	2	2	7	1	2	10	0	2	0	0	4	1	5	0	2
WXG100	4	1	2	6	4	1	1	1	2	0	2	0	0	0	0	1	2	0	2	0	0	0	1	0	3	3	0	0	0	4	2	1	1	0	0	0	1	81	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	1	0	1	0	0	3	0	0	1	1	0	0	0	0	1
DUF202	2	0	3	1	1	1	0	4	0	0	0	0	1	1	0	0	2	1	1	0	0	0	2	0	0	2	1	0	0	0	0	2	0	0	2	0	4	51	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	2	0	1	0	0	2	0	0	3	2	4	0	0	2	0	0	0	0	0	1	0	0	1
DUF2145	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DUF1096	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Peptidase_C69	7	1	5	1	4	4	1	0	0	0	0	0	0	0	0	1	1	0	2	0	2	0	1	0	0	5	0	0	0	8	0	0	0	0	0	18	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0
DUF92	21	9	40	16	1	7	0	6	2	0	0	2	1	0	7	1	1	0	1	7	26	22	41	25	19	2	9	7	15	12	27	14	16	7	4	7	3	33	21	9	11	4	0	2	0	0	0	0	0	0	0	7	10	11	0	19	10	4	3	14	11	6	7	10	7	6	39	14	13	28	11	8	7	12	9	5	11	6	9
THOC7	0	0	2	0	0	2	0	0	0	0	0	0	2	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	0	2	0	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LSPR	3	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ribosomal_L7Ae	1	10	29	12	1	4	0	0	0	4	0	0	0	7	11	1	2	0	2	7	7	11	11	7	4	11	13	4	3	5	0	8	12	5	2	21	28	7	3	11	12	2	0	0	0	0	0	0	0	0	0	6	4	1	0	12	1	0	4	1	6	1	4	0	4	6	7	5	5	25	2	0	3	3	1	4	5	1	2
RIH_assoc	0	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	3	0	0	0	0	0	1	0	0	1	0	3	0	0	0
DUF1021	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YopR_core	1	5	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	0	0	1	1	4	0	5	1	1	12	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	0	1	2	1	0	2	2	0	0	0	0	0	0	0	0	1
SIP	76	5	3	2	0	0	0	0	1	0	2	1	0	4	2	2	0	1	1	1	0	1	3	2	2	0	1	4	3	0	0	10	6	1	17	8	0	1	2	8	2	4	0	0	0	0	0	0	0	0	0	0	5	2	0	6	3	0	0	0	1	2	2	3	3	2	2	1	2	2	1	0	0	1	2	1	2	5	3
